rank_2025,institution_name,location,university_rating,gre_score,toefl_score,sop,lor,cgpa,research,chance_of_admit
54.0,University of Bristol,United Kingdom,5,323,110,4.0,5.0,8.98,1,0.87
54.0,University of Bristol,United Kingdom,5,322,114,4.5,4.0,8.94,1,0.86
54.0,University of Bristol,United Kingdom,5,336,118,4.5,5.0,9.53,1,0.94
54.0,University of Bristol,United Kingdom,5,340,120,4.5,4.5,9.91,1,0.97
54.0,University of Bristol,United Kingdom,5,334,120,4.0,5.0,9.87,1,0.97
54.0,University of Bristol,United Kingdom,5,333,119,5.0,4.5,9.78,1,0.96
54.0,University of Bristol,United Kingdom,5,330,116,5.0,4.5,9.36,1,0.93
54.0,University of Bristol,United Kingdom,5,330,113,5.0,4.0,9.31,1,0.91
54.0,University of Bristol,United Kingdom,5,326,111,4.5,4.0,9.23,1,0.88
54.0,University of Bristol,United Kingdom,5,329,114,4.5,5.0,9.19,1,0.86
54.0,University of Bristol,United Kingdom,5,327,108,5.0,3.5,9.13,1,0.87
54.0,University of Bristol,United Kingdom,5,329,113,5.0,4.5,9.45,1,0.89
54.0,University of Bristol,United Kingdom,5,331,116,4.0,4.0,9.26,1,0.93
54.0,University of Bristol,United Kingdom,5,336,118,4.5,4.0,9.19,1,0.92
54.0,University of Bristol,United Kingdom,5,324,114,5.0,4.5,9.08,1,0.89
54.0,University of Bristol,United Kingdom,5,332,118,5.0,5.0,9.47,1,0.94
54.0,University of Bristol,United Kingdom,5,323,108,4.0,4.0,8.74,1,0.81
54.0,University of Bristol,United Kingdom,5,324,107,3.5,4.0,8.66,1,0.81
54.0,University of Bristol,United Kingdom,5,338,115,4.5,5.0,9.23,1,0.91
54.0,University of Bristol,United Kingdom,5,335,117,5.0,5.0,9.82,1,0.96
54.0,University of Bristol,United Kingdom,5,334,119,4.5,5.0,9.54,1,0.94
54.0,University of Bristol,United Kingdom,5,325,114,4.0,5.0,9.46,1,0.91
54.0,University of Bristol,United Kingdom,5,323,111,4.0,5.0,9.86,1,0.92
54.0,University of Bristol,United Kingdom,5,340,115,5.0,4.5,9.06,1,0.95
54.0,University of Bristol,United Kingdom,5,321,114,4.5,4.5,9.16,1,0.87
54.0,University of Bristol,United Kingdom,5,324,113,4.0,5.0,9.25,1,0.92
54.0,University of Bristol,United Kingdom,5,328,116,4.5,5.0,9.08,1,0.91
54.0,University of Bristol,United Kingdom,5,318,101,3.5,5.0,8.78,1,0.78
54.0,University of Bristol,United Kingdom,5,320,110,4.0,4.0,9.27,1,0.87
54.0,University of Bristol,United Kingdom,5,304,103,5.0,3.0,7.92,0,0.71
54.0,University of Bristol,United Kingdom,5,332,108,4.5,4.0,9.02,1,0.87
54.0,University of Bristol,United Kingdom,5,337,117,5.0,5.0,9.87,1,0.96
54.0,University of Bristol,United Kingdom,5,330,120,4.5,5.0,9.56,1,0.93
55.0,University of Amsterdam,Netherlands,5,330,115,4.5,3.0,9.34,1,0.9
55.0,University of Amsterdam,Netherlands,5,328,116,5.0,5.0,9.5,1,0.94
55.0,University of Amsterdam,Netherlands,5,334,119,5.0,4.5,9.7,1,0.95
55.0,University of Amsterdam,Netherlands,5,336,119,4.0,3.5,9.8,1,0.97
55.0,University of Amsterdam,Netherlands,5,340,120,4.5,4.5,9.6,1,0.94
55.0,University of Amsterdam,Netherlands,5,322,109,4.5,3.5,8.8,0,0.76
55.0,University of Amsterdam,Netherlands,5,340,114,4.0,4.0,9.6,1,0.9
55.0,University of Amsterdam,Netherlands,5,331,112,4.0,5.0,9.8,1,0.94
55.0,University of Amsterdam,Netherlands,5,320,110,5.0,5.0,9.2,1,0.88
55.0,University of Amsterdam,Netherlands,5,326,113,4.5,4.0,9.4,1,0.91
55.0,University of Amsterdam,Netherlands,5,322,110,5.0,4.0,9.1,1,0.88
55.0,University of Amsterdam,Netherlands,5,329,114,4.0,5.0,9.3,1,0.86
55.0,University of Amsterdam,Netherlands,5,339,119,4.5,4.0,9.7,0,0.89
55.0,University of Amsterdam,Netherlands,5,332,118,5.0,5.0,9.64,1,0.94
55.0,University of Amsterdam,Netherlands,5,336,112,5.0,5.0,9.76,1,0.96
55.0,University of Amsterdam,Netherlands,5,321,111,5.0,5.0,9.45,1,0.93
55.0,University of Amsterdam,Netherlands,5,320,110,5.0,4.5,9.22,1,0.92
55.0,University of Amsterdam,Netherlands,5,322,115,4.0,4.5,9.36,1,0.92
55.0,University of Amsterdam,Netherlands,5,340,115,4.5,4.5,9.45,1,0.94
55.0,University of Amsterdam,Netherlands,5,331,116,5.0,5.0,9.38,1,0.93
55.0,University of Amsterdam,Netherlands,5,304,103,5.0,4.0,8.64,0,0.68
55.0,University of Amsterdam,Netherlands,5,305,108,3.0,3.0,8.48,0,0.61
55.0,University of Amsterdam,Netherlands,5,327,104,3.0,3.5,8.84,1,0.71
55.0,University of Amsterdam,Netherlands,5,335,117,5.0,5.0,9.56,1,0.94
55.0,University of Amsterdam,Netherlands,5,334,119,4.5,4.5,9.48,1,0.94
55.0,University of Amsterdam,Netherlands,5,333,118,5.0,5.0,9.35,1,0.92
55.0,University of Amsterdam,Netherlands,5,339,114,4.0,4.5,9.76,1,0.96
55.0,University of Amsterdam,Netherlands,5,303,105,5.0,4.5,8.65,0,0.77
55.0,University of Amsterdam,Netherlands,5,309,105,3.5,3.5,8.56,0,0.71
55.0,University of Amsterdam,Netherlands,5,323,112,4.0,4.5,8.78,0,0.79
55.0,University of Amsterdam,Netherlands,5,333,113,4.0,4.0,9.28,1,0.89
55.0,University of Amsterdam,Netherlands,5,331,115,4.0,3.5,9.44,1,0.92
55.0,University of Amsterdam,Netherlands,5,332,116,5.0,5.0,9.28,1,0.94
55.0,University of Amsterdam,Netherlands,5,321,112,5.0,5.0,9.06,1,0.86
55.0,University of Amsterdam,Netherlands,5,322,110,4.5,4.0,8.97,0,0.78
55.0,University of Amsterdam,Netherlands,5,334,117,4.0,4.5,9.07,1,0.89
55.0,University of Amsterdam,Netherlands,5,335,118,4.5,3.5,9.44,1,0.93
55.0,University of Amsterdam,Netherlands,5,331,115,4.5,3.5,9.36,1,0.93
55.0,University of Amsterdam,Netherlands,5,324,112,5.0,5.0,9.08,1,0.88
55.0,University of Amsterdam,Netherlands,5,324,111,4.5,4.0,9.16,1,0.9
55.0,University of Amsterdam,Netherlands,5,323,110,4.0,5.0,8.98,1,0.87
55.0,University of Amsterdam,Netherlands,5,322,114,4.5,4.0,8.94,1,0.86
55.0,University of Amsterdam,Netherlands,5,336,118,4.5,5.0,9.53,1,0.94
55.0,University of Amsterdam,Netherlands,5,340,120,4.5,4.5,9.91,1,0.97
55.0,University of Amsterdam,Netherlands,5,334,120,4.0,5.0,9.87,1,0.97
55.0,University of Amsterdam,Netherlands,5,333,119,5.0,4.5,9.78,1,0.96
55.0,University of Amsterdam,Netherlands,5,330,116,5.0,4.5,9.36,1,0.93
55.0,University of Amsterdam,Netherlands,5,330,113,5.0,4.0,9.31,1,0.91
55.0,University of Amsterdam,Netherlands,5,326,111,4.5,4.0,9.23,1,0.88
55.0,University of Amsterdam,Netherlands,5,329,114,4.5,5.0,9.19,1,0.86
55.0,University of Amsterdam,Netherlands,5,327,108,5.0,3.5,9.13,1,0.87
55.0,University of Amsterdam,Netherlands,5,329,113,5.0,4.5,9.45,1,0.89
55.0,University of Amsterdam,Netherlands,5,331,116,4.0,4.0,9.26,1,0.93
55.0,University of Amsterdam,Netherlands,5,336,118,4.5,4.0,9.19,1,0.92
55.0,University of Amsterdam,Netherlands,5,324,114,5.0,4.5,9.08,1,0.89
55.0,University of Amsterdam,Netherlands,5,332,118,5.0,5.0,9.47,1,0.94
55.0,University of Amsterdam,Netherlands,5,323,108,4.0,4.0,8.74,1,0.81
55.0,University of Amsterdam,Netherlands,5,324,107,3.5,4.0,8.66,1,0.81
55.0,University of Amsterdam,Netherlands,5,338,115,4.5,5.0,9.23,1,0.91
55.0,University of Amsterdam,Netherlands,5,335,117,5.0,5.0,9.82,1,0.96
55.0,University of Amsterdam,Netherlands,5,334,119,4.5,5.0,9.54,1,0.94
55.0,University of Amsterdam,Netherlands,5,325,114,4.0,5.0,9.46,1,0.91
55.0,University of Amsterdam,Netherlands,5,323,111,4.0,5.0,9.86,1,0.92
55.0,University of Amsterdam,Netherlands,5,340,115,5.0,4.5,9.06,1,0.95
55.0,University of Amsterdam,Netherlands,5,321,114,4.5,4.5,9.16,1,0.87
55.0,University of Amsterdam,Netherlands,5,324,113,4.0,5.0,9.25,1,0.92
55.0,University of Amsterdam,Netherlands,5,328,116,4.5,5.0,9.08,1,0.91
55.0,University of Amsterdam,Netherlands,5,318,101,3.5,5.0,8.78,1,0.78
55.0,University of Amsterdam,Netherlands,5,320,110,4.0,4.0,9.27,1,0.87
55.0,University of Amsterdam,Netherlands,5,304,103,5.0,3.0,7.92,0,0.71
55.0,University of Amsterdam,Netherlands,5,332,108,4.5,4.0,9.02,1,0.87
55.0,University of Amsterdam,Netherlands,5,337,117,5.0,5.0,9.87,1,0.96
55.0,University of Amsterdam,Netherlands,5,330,120,4.5,5.0,9.56,1,0.93
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,330,115,4.5,3.0,9.34,1,0.9
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,328,116,5.0,5.0,9.5,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,334,119,5.0,4.5,9.7,1,0.95
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,336,119,4.0,3.5,9.8,1,0.97
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,340,120,4.5,4.5,9.6,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,322,109,4.5,3.5,8.8,0,0.76
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,340,114,4.0,4.0,9.6,1,0.9
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,331,112,4.0,5.0,9.8,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,320,110,5.0,5.0,9.2,1,0.88
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,326,113,4.5,4.0,9.4,1,0.91
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,322,110,5.0,4.0,9.1,1,0.88
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,329,114,4.0,5.0,9.3,1,0.86
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,339,119,4.5,4.0,9.7,0,0.89
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,332,118,5.0,5.0,9.64,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,336,112,5.0,5.0,9.76,1,0.96
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,321,111,5.0,5.0,9.45,1,0.93
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,320,110,5.0,4.5,9.22,1,0.92
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,322,115,4.0,4.5,9.36,1,0.92
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,340,115,4.5,4.5,9.45,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,331,116,5.0,5.0,9.38,1,0.93
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,304,103,5.0,4.0,8.64,0,0.68
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,305,108,3.0,3.0,8.48,0,0.61
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,327,104,3.0,3.5,8.84,1,0.71
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,335,117,5.0,5.0,9.56,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,334,119,4.5,4.5,9.48,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,333,118,5.0,5.0,9.35,1,0.92
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,339,114,4.0,4.5,9.76,1,0.96
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,303,105,5.0,4.5,8.65,0,0.77
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,309,105,3.5,3.5,8.56,0,0.71
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,323,112,4.0,4.5,8.78,0,0.79
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,333,113,4.0,4.0,9.28,1,0.89
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,331,115,4.0,3.5,9.44,1,0.92
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,332,116,5.0,5.0,9.28,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,321,112,5.0,5.0,9.06,1,0.86
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,322,110,4.5,4.0,8.97,0,0.78
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,334,117,4.0,4.5,9.07,1,0.89
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,335,118,4.5,3.5,9.44,1,0.93
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,331,115,4.5,3.5,9.36,1,0.93
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,324,112,5.0,5.0,9.08,1,0.88
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,324,111,4.5,4.0,9.16,1,0.9
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,323,110,4.0,5.0,8.98,1,0.87
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,322,114,4.5,4.0,8.94,1,0.86
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,336,118,4.5,5.0,9.53,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,340,120,4.5,4.5,9.91,1,0.97
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,334,120,4.0,5.0,9.87,1,0.97
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,333,119,5.0,4.5,9.78,1,0.96
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,330,116,5.0,4.5,9.36,1,0.93
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,330,113,5.0,4.0,9.31,1,0.91
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,326,111,4.5,4.0,9.23,1,0.88
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,329,114,4.5,5.0,9.19,1,0.86
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,327,108,5.0,3.5,9.13,1,0.87
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,329,113,5.0,4.5,9.45,1,0.89
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,331,116,4.0,4.0,9.26,1,0.93
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,336,118,4.5,4.0,9.19,1,0.92
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,324,114,5.0,4.5,9.08,1,0.89
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,332,118,5.0,5.0,9.47,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,323,108,4.0,4.0,8.74,1,0.81
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,324,107,3.5,4.0,8.66,1,0.81
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,338,115,4.5,5.0,9.23,1,0.91
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,335,117,5.0,5.0,9.82,1,0.96
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,334,119,4.5,5.0,9.54,1,0.94
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,325,114,4.0,5.0,9.46,1,0.91
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,323,111,4.0,5.0,9.86,1,0.92
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,340,115,5.0,4.5,9.06,1,0.95
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,321,114,4.5,4.5,9.16,1,0.87
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,324,113,4.0,5.0,9.25,1,0.92
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,328,116,4.5,5.0,9.08,1,0.91
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,318,101,3.5,5.0,8.78,1,0.78
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,320,110,4.0,4.0,9.27,1,0.87
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,304,103,5.0,3.0,7.92,0,0.71
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,332,108,4.5,4.0,9.02,1,0.87
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,337,117,5.0,5.0,9.87,1,0.96
57.0,The Hong Kong Polytechnic University,Hong Kong SAR,5,330,120,4.5,5.0,9.56,1,0.93
58.0,Carnegie Mellon University,United States,5,330,115,4.5,3.0,9.34,1,0.9
58.0,Carnegie Mellon University,United States,5,328,116,5.0,5.0,9.5,1,0.94
58.0,Carnegie Mellon University,United States,5,334,119,5.0,4.5,9.7,1,0.95
58.0,Carnegie Mellon University,United States,5,336,119,4.0,3.5,9.8,1,0.97
58.0,Carnegie Mellon University,United States,5,340,120,4.5,4.5,9.6,1,0.94
58.0,Carnegie Mellon University,United States,5,322,109,4.5,3.5,8.8,0,0.76
58.0,Carnegie Mellon University,United States,5,340,114,4.0,4.0,9.6,1,0.9
58.0,Carnegie Mellon University,United States,5,331,112,4.0,5.0,9.8,1,0.94
58.0,Carnegie Mellon University,United States,5,320,110,5.0,5.0,9.2,1,0.88
58.0,Carnegie Mellon University,United States,5,326,113,4.5,4.0,9.4,1,0.91
58.0,Carnegie Mellon University,United States,5,322,110,5.0,4.0,9.1,1,0.88
58.0,Carnegie Mellon University,United States,5,329,114,4.0,5.0,9.3,1,0.86
58.0,Carnegie Mellon University,United States,5,339,119,4.5,4.0,9.7,0,0.89
58.0,Carnegie Mellon University,United States,5,332,118,5.0,5.0,9.64,1,0.94
58.0,Carnegie Mellon University,United States,5,336,112,5.0,5.0,9.76,1,0.96
58.0,Carnegie Mellon University,United States,5,321,111,5.0,5.0,9.45,1,0.93
58.0,Carnegie Mellon University,United States,5,320,110,5.0,4.5,9.22,1,0.92
58.0,Carnegie Mellon University,United States,5,322,115,4.0,4.5,9.36,1,0.92
58.0,Carnegie Mellon University,United States,5,340,115,4.5,4.5,9.45,1,0.94
58.0,Carnegie Mellon University,United States,5,331,116,5.0,5.0,9.38,1,0.93
58.0,Carnegie Mellon University,United States,5,304,103,5.0,4.0,8.64,0,0.68
58.0,Carnegie Mellon University,United States,5,305,108,3.0,3.0,8.48,0,0.61
58.0,Carnegie Mellon University,United States,5,327,104,3.0,3.5,8.84,1,0.71
58.0,Carnegie Mellon University,United States,5,335,117,5.0,5.0,9.56,1,0.94
58.0,Carnegie Mellon University,United States,5,334,119,4.5,4.5,9.48,1,0.94
58.0,Carnegie Mellon University,United States,5,333,118,5.0,5.0,9.35,1,0.92
58.0,Carnegie Mellon University,United States,5,339,114,4.0,4.5,9.76,1,0.96
58.0,Carnegie Mellon University,United States,5,303,105,5.0,4.5,8.65,0,0.77
58.0,Carnegie Mellon University,United States,5,309,105,3.5,3.5,8.56,0,0.71
58.0,Carnegie Mellon University,United States,5,323,112,4.0,4.5,8.78,0,0.79
58.0,Carnegie Mellon University,United States,5,333,113,4.0,4.0,9.28,1,0.89
58.0,Carnegie Mellon University,United States,5,331,115,4.0,3.5,9.44,1,0.92
58.0,Carnegie Mellon University,United States,5,332,116,5.0,5.0,9.28,1,0.94
58.0,Carnegie Mellon University,United States,5,321,112,5.0,5.0,9.06,1,0.86
58.0,Carnegie Mellon University,United States,5,322,110,4.5,4.0,8.97,0,0.78
58.0,Carnegie Mellon University,United States,5,334,117,4.0,4.5,9.07,1,0.89
58.0,Carnegie Mellon University,United States,5,335,118,4.5,3.5,9.44,1,0.93
58.0,Carnegie Mellon University,United States,5,331,115,4.5,3.5,9.36,1,0.93
58.0,Carnegie Mellon University,United States,5,324,112,5.0,5.0,9.08,1,0.88
58.0,Carnegie Mellon University,United States,5,324,111,4.5,4.0,9.16,1,0.9
58.0,Carnegie Mellon University,United States,5,323,110,4.0,5.0,8.98,1,0.87
58.0,Carnegie Mellon University,United States,5,322,114,4.5,4.0,8.94,1,0.86
58.0,Carnegie Mellon University,United States,5,336,118,4.5,5.0,9.53,1,0.94
58.0,Carnegie Mellon University,United States,5,340,120,4.5,4.5,9.91,1,0.97
58.0,Carnegie Mellon University,United States,5,334,120,4.0,5.0,9.87,1,0.97
58.0,Carnegie Mellon University,United States,5,333,119,5.0,4.5,9.78,1,0.96
58.0,Carnegie Mellon University,United States,5,330,116,5.0,4.5,9.36,1,0.93
58.0,Carnegie Mellon University,United States,5,330,113,5.0,4.0,9.31,1,0.91
58.0,Carnegie Mellon University,United States,5,326,111,4.5,4.0,9.23,1,0.88
58.0,Carnegie Mellon University,United States,5,329,114,4.5,5.0,9.19,1,0.86
58.0,Carnegie Mellon University,United States,5,327,108,5.0,3.5,9.13,1,0.87
58.0,Carnegie Mellon University,United States,5,329,113,5.0,4.5,9.45,1,0.89
58.0,Carnegie Mellon University,United States,5,331,116,4.0,4.0,9.26,1,0.93
58.0,Carnegie Mellon University,United States,5,336,118,4.5,4.0,9.19,1,0.92
58.0,Carnegie Mellon University,United States,5,324,114,5.0,4.5,9.08,1,0.89
58.0,Carnegie Mellon University,United States,5,332,118,5.0,5.0,9.47,1,0.94
58.0,Carnegie Mellon University,United States,5,323,108,4.0,4.0,8.74,1,0.81
58.0,Carnegie Mellon University,United States,5,324,107,3.5,4.0,8.66,1,0.81
58.0,Carnegie Mellon University,United States,5,338,115,4.5,5.0,9.23,1,0.91
58.0,Carnegie Mellon University,United States,5,335,117,5.0,5.0,9.82,1,0.96
58.0,Carnegie Mellon University,United States,5,334,119,4.5,5.0,9.54,1,0.94
58.0,Carnegie Mellon University,United States,5,325,114,4.0,5.0,9.46,1,0.91
58.0,Carnegie Mellon University,United States,5,323,111,4.0,5.0,9.86,1,0.92
58.0,Carnegie Mellon University,United States,5,340,115,5.0,4.5,9.06,1,0.95
58.0,Carnegie Mellon University,United States,5,321,114,4.5,4.5,9.16,1,0.87
58.0,Carnegie Mellon University,United States,5,324,113,4.0,5.0,9.25,1,0.92
58.0,Carnegie Mellon University,United States,5,328,116,4.5,5.0,9.08,1,0.91
58.0,Carnegie Mellon University,United States,5,318,101,3.5,5.0,8.78,1,0.78
58.0,Carnegie Mellon University,United States,5,320,110,4.0,4.0,9.27,1,0.87
58.0,Carnegie Mellon University,United States,5,304,103,5.0,3.0,7.92,0,0.71
58.0,Carnegie Mellon University,United States,5,332,108,4.5,4.0,9.02,1,0.87
58.0,Carnegie Mellon University,United States,5,337,117,5.0,5.0,9.87,1,0.96
58.0,Carnegie Mellon University,United States,5,330,120,4.5,5.0,9.56,1,0.93
59.0,Ludwig-Maximilians-Universität München,Germany,5,330,115,4.5,3.0,9.34,1,0.9
59.0,Ludwig-Maximilians-Universität München,Germany,5,328,116,5.0,5.0,9.5,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,334,119,5.0,4.5,9.7,1,0.95
59.0,Ludwig-Maximilians-Universität München,Germany,5,336,119,4.0,3.5,9.8,1,0.97
59.0,Ludwig-Maximilians-Universität München,Germany,5,340,120,4.5,4.5,9.6,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,322,109,4.5,3.5,8.8,0,0.76
59.0,Ludwig-Maximilians-Universität München,Germany,5,340,114,4.0,4.0,9.6,1,0.9
59.0,Ludwig-Maximilians-Universität München,Germany,5,331,112,4.0,5.0,9.8,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,320,110,5.0,5.0,9.2,1,0.88
59.0,Ludwig-Maximilians-Universität München,Germany,5,326,113,4.5,4.0,9.4,1,0.91
59.0,Ludwig-Maximilians-Universität München,Germany,5,322,110,5.0,4.0,9.1,1,0.88
59.0,Ludwig-Maximilians-Universität München,Germany,5,329,114,4.0,5.0,9.3,1,0.86
59.0,Ludwig-Maximilians-Universität München,Germany,5,339,119,4.5,4.0,9.7,0,0.89
59.0,Ludwig-Maximilians-Universität München,Germany,5,332,118,5.0,5.0,9.64,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,336,112,5.0,5.0,9.76,1,0.96
59.0,Ludwig-Maximilians-Universität München,Germany,5,321,111,5.0,5.0,9.45,1,0.93
59.0,Ludwig-Maximilians-Universität München,Germany,5,320,110,5.0,4.5,9.22,1,0.92
59.0,Ludwig-Maximilians-Universität München,Germany,5,322,115,4.0,4.5,9.36,1,0.92
59.0,Ludwig-Maximilians-Universität München,Germany,5,340,115,4.5,4.5,9.45,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,331,116,5.0,5.0,9.38,1,0.93
59.0,Ludwig-Maximilians-Universität München,Germany,5,304,103,5.0,4.0,8.64,0,0.68
59.0,Ludwig-Maximilians-Universität München,Germany,5,305,108,3.0,3.0,8.48,0,0.61
59.0,Ludwig-Maximilians-Universität München,Germany,5,327,104,3.0,3.5,8.84,1,0.71
59.0,Ludwig-Maximilians-Universität München,Germany,5,335,117,5.0,5.0,9.56,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,334,119,4.5,4.5,9.48,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,333,118,5.0,5.0,9.35,1,0.92
59.0,Ludwig-Maximilians-Universität München,Germany,5,339,114,4.0,4.5,9.76,1,0.96
59.0,Ludwig-Maximilians-Universität München,Germany,5,303,105,5.0,4.5,8.65,0,0.77
59.0,Ludwig-Maximilians-Universität München,Germany,5,309,105,3.5,3.5,8.56,0,0.71
59.0,Ludwig-Maximilians-Universität München,Germany,5,323,112,4.0,4.5,8.78,0,0.79
59.0,Ludwig-Maximilians-Universität München,Germany,5,333,113,4.0,4.0,9.28,1,0.89
59.0,Ludwig-Maximilians-Universität München,Germany,5,331,115,4.0,3.5,9.44,1,0.92
59.0,Ludwig-Maximilians-Universität München,Germany,5,332,116,5.0,5.0,9.28,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,321,112,5.0,5.0,9.06,1,0.86
59.0,Ludwig-Maximilians-Universität München,Germany,5,322,110,4.5,4.0,8.97,0,0.78
59.0,Ludwig-Maximilians-Universität München,Germany,5,334,117,4.0,4.5,9.07,1,0.89
59.0,Ludwig-Maximilians-Universität München,Germany,5,335,118,4.5,3.5,9.44,1,0.93
59.0,Ludwig-Maximilians-Universität München,Germany,5,331,115,4.5,3.5,9.36,1,0.93
59.0,Ludwig-Maximilians-Universität München,Germany,5,324,112,5.0,5.0,9.08,1,0.88
59.0,Ludwig-Maximilians-Universität München,Germany,5,324,111,4.5,4.0,9.16,1,0.9
59.0,Ludwig-Maximilians-Universität München,Germany,5,323,110,4.0,5.0,8.98,1,0.87
59.0,Ludwig-Maximilians-Universität München,Germany,5,322,114,4.5,4.0,8.94,1,0.86
59.0,Ludwig-Maximilians-Universität München,Germany,5,336,118,4.5,5.0,9.53,1,0.94
59.0,Ludwig-Maximilians-Universität München,Germany,5,340,120,4.5,4.5,9.91,1,0.97
59.0,Ludwig-Maximilians-Universität München,Germany,5,334,120,4.0,5.0,9.87,1,0.97
59.0,Ludwig-Maximilians-Universität München,Germany,5,333,119,5.0,4.5,9.78,1,0.96
59.0,Ludwig-Maximilians-Universität München,Germany,5,330,116,5.0,4.5,9.36,1,0.93
59.0,Ludwig-Maximilians-Universität München,Germany,5,330,113,5.0,4.0,9.31,1,0.91
59.0,Ludwig-Maximilians-Universität München,Germany,5,326,111,4.5,4.0,9.23,1,0.88
59.0,Ludwig-Maximilians-Universität München,Germany,5,329,114,4.5,5.0,9.19,1,0.86
